  30,   1,   0,   0,   1,   0,   0,   0,   0,   0,   1,   0,   0,   1,   0,  79,   1,  -1,   0,   0,   0,   0,   0
  33,   1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,   1,   1,   0, 220,   1, 339,   4,   1,   0,   0,   0
  35,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0, 185,   1, 330,   1,   1,   0,   0,   0
  30,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   1,   0,   0, 199,   4,  -1,   0,   0,   0,   0,   0
  59,   1,   0,   0,   0,   1,   0,   0,   1,   0,   0,   1,   0,   0,   0, 226,   1,  -1,   0,   0,   0,   0,   0
  35,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   1,   0, 141,   2, 176,   3,   1,   0,   0,   0
  36,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0, 341,   1, 330,   2,   0,   1,   0,   0
  39,   1,   0,   0,   0,   1,   0,   0,   1,   0,   0,   1,   0,   1,   0, 151,   2,  -1,   0,   0,   0,   0,   0
  41,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0,  57,   2,  -1,   0,   0,   0,   0,   0
  43,   1,   0,   0,   1,   0,   0,   0,   1,   0,   0,   1,   1,   1,   0, 313,   1, 147,   2,   1,   0,   0,   0
  39,   1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,   0,   0,   0, 273,   1,  -1,   0,   0,   0,   0,   0
  43,   1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,   0,   1,   0, 113,   2,  -1,   0,   0,   0,   0,   0
  36,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   1,   0, 328,   2,  -1,   0,   0,   0,   0,   0
  20,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   0,   0,   1,   0, 261,   1,  -1,   0,   0,   0,   0,   1
  31,   1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,   1,   1,   0,  89,   1, 241,   1,   1,   0,   0,   0
  40,   1,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   1,   1,   0, 189,   2,  -1,   0,   0,   0,   0,   0
  56,   1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   0,   0,   1,   0, 239,   5,  -1,   0,   0,   0,   0,   0
  37,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0, 114,   1, 152,   2,   1,   0,   0,   0
  25,   0,   0,   0,   1,   0,   0,   0,   1,   0,   0,   1,   0,   0,   0, 250,   1,  -1,   0,   0,   0,   0,   0
  31,   1,   0,   0,   0,   1,   0,   0,   1,   0,   0,   0,   0,   1,   0, 148,   1, 152,   1,   0,   1,   0,   0
  38,   0,   0,   1,   0,   0,   0,   0,   1,   0,   0,   1,   0,   1,   0,  96,   2,  -1,   0,   0,   0,   0,   0
  42,   0,   0,   1,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   0, 140,   3,  -1,   0,   0,   0,   0,   0
  44,   0,   0,   0,   0,   1,   0,   0,   1,   0,   0,   0,   0,   0,   0, 109,   2,  -1,   0,   0,   0,   0,   0
  44,   1,   0,   0,   0,   1,   0,   0,   1,   0,   0,   0,   0,   1,   0, 125,   2,  -1,   0,   0,   0,   0,   0
  26,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   1,   0, 169,   3,  -1,   0,   0,   0,   0,   0
  41,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   1,   0, 182,   2,  -1,   0,   0,   0,   0,   0
  55,   1,   0,   0,   1,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0, 247,   1,  -1,   0,   0,   0,   0,   0
  67,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   1, 119,   1, 105,   2,   1,   0,   0,   0
  56,   1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   0,   1,   1,   0, 149,   2,  -1,   0,   0,   0,   0,   0
  53,   1,   0,   0,   0,   1,   0,   0,   1,   0,   0,   0,   1,   1,   0,  74,   2,  -1,   0,   0,   0,   0,   0
  68,   0,   0,   1,   0,   1,   0,   0,   0,   0,   1,   0,   0,   0,   1, 897,   2,  -1,   0,   0,   0,   0,   1
  31,   1,   0,   0,   0,   1,   0,   0,   1,   0,   0,   0,   0,   1,   0,  81,   3,  -1,   0,   0,   0,   0,   0
  59,   1,   0,   0,   0,   1,   0,   0,   1,   0,   0,   0,   0,   1,   0,  40,   1,  -1,   0,   0,   0,   0,   0
  32,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0, 958,   6,  -1,   0,   0,   0,   0,   1
  49,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   1,   0, 354,   3,  -1,   0,   0,   0,   0,   1
  42,   0,   0,   1,   0,   1,   0,   0,   0,   0,   1,   1,   0,   0,   0, 150,   1,  -1,   0,   0,   0,   0,   0
  78,   0,   0,   1,   1,   0,   0,   0,   0,   0,   1,   0,   0,   0,   1,  97,   1,  -1,   0,   0,   0,   0,   1
  32,   1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,   0,   1,   0, 132,   1,  -1,   0,   0,   0,   0,   1
  33,   1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,   0,   1,   0, 765,   1, 342,   2,   1,   0,   0,   1
  23,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0,  16,  18,  -1,   0,   0,   0,   0,   0
  38,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0, 609,   2, 101,   3,   1,   0,   0,   0
  36,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   1,   0, 106,   2,  -1,   0,   0,   0,   0,   0
  52,   1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,   0,   1,   0, 365,   1,  -1,   0,   0,   0,   0,   0
  32,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0, 205,   3,  -1,   0,   0,   0,   0,   0
  32,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,  11,   4,  -1,   0,   0,   0,   0,   0
  34,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0, 105,   2,  -1,   0,   0,   0,   0,   0
  55,   1,   0,   0,   1,   0,   0,   0,   1,   0,   0,   0,   0,   0,   1,  59,   3,   5,   2,   0,   1,   0,   0
  26,   1,   0,   0,   1,   0,   0,   0,   1,   0,   0,   1,   0,   0,   0, 425,   1,  -1,   0,   0,   0,   0,   0
  32,   0,   0,   0,   1,   0,   0,   1,   1,   0,   0,   1,   1,   1,   0, 204,   1,  -1,   0,   0,   0,   0,   0
  61,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0, 181,   1,  92,   1,   0,   0,   1,   1
  45,   0,   0,   1,   1,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0, 1018,   3,  -1,   0,   0,   0,   0,   1
  37,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,   0,   1,   0, 1740,   2,  -1,   0,   0,   0,   0,   0
  38,   0,   0,   0,   0,   1,   0,   0,   1,   0,   0,   0,   0,   1,   0,  98,   2,  -1,   0,   0,   0,   0,   0
  34,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0, 441,   1,  56,   1,   0,   1,   0,   1
